id,agency,complaint,descriptor,street,borough
40712040,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,CROTONA PARK EAST,BRONX
40711815,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,CROTONA PARK EAST,BRONX
40709356,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,CROTONA PARK EAST,BRONX
40708476,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,CROTONA PARK EAST,BRONX
40708421,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,CROTONA PARK EAST,BRONX
40707547,Department of Housing Preservation and Development,PLUMBING,RADIATOR,CROTONA PARK EAST,BRONX
40705850,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,CROTONA PARK EAST,BRONX
40705928,Correspondence Unit,DOF Property - Owner Issue,Remove Mortgage,,STATEN ISLAND
40707324,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,AVENUE D,BROOKLYN
40713584,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,LINDEN BOULEVARD,BROOKLYN
40707263,Department of Transportation,Street Condition,Cave-in,,BRONX
40713531,Department of Transportation,Broken Parking Meter,Out of Order,9 AVENUE,MANHATTAN
41807998,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,EAST  214 STREET,BRONX
40709860,New York City Police Department,Blocked Driveway,Partial Access,35 AVENUE,QUEENS
40706864,New York City Police Department,Derelict Vehicle,With License Plate,EAST 27 STREET,BROOKLYN
40710505,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,RIDGE STREET,MANHATTAN
40708800,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,62 STREET,QUEENS
40708543,Department of Consumer Affairs,Consumer Complaint,Billing Dispute,AVENUE J,BROOKLYN
40711600,New York City Police Department,Blocked Driveway,Partial Access,146 STREET,QUEENS
40708581,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,7 AVENUE,BROOKLYN
40713260,Department of Transportation,Traffic Signal Condition,Controller,,Unspecified
40711469,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,5 AVENUE,BROOKLYN
40707841,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,17 STREET,BROOKLYN
40706282,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,SHERIDAN AVENUE,BRONX
40714391,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,AUDUBON AVENUE,MANHATTAN
40711062,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,AUDUBON AVENUE,MANHATTAN
40710015,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,AUDUBON AVENUE,MANHATTAN
40708253,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,AUDUBON AVENUE,MANHATTAN
40708227,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,AUDUBON AVENUE,MANHATTAN
40706947,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,AUDUBON AVENUE,MANHATTAN
40706594,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,AUDUBON AVENUE,MANHATTAN
40706454,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,AUDUBON AVENUE,MANHATTAN
40705832,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,AUDUBON AVENUE,MANHATTAN
40705668,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,AUDUBON AVENUE,MANHATTAN
40712103,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,EAST 181 STREET,BRONX
40709718,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,EAST 181 STREET,BRONX
40705999,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,EAST 181 STREET,BRONX
40707615,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,SELWYN AVENUE,BRONX
40707321,Department of Housing Preservation and Development,GENERAL,COOKING GAS,SELWYN AVENUE,BRONX
40714170,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,SELWYN AVENUE,BRONX
40712008,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,SELWYN AVENUE,BRONX
40711755,Department of Transportation,Street Condition,Pothole,,BRONX
40706651,Department of Environmental Protection,Sewer,Manhole Cover Missing (Emergency) (SA3),PARK COURT,STATEN ISLAND
40706095,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,B 67 STREET,QUEENS
40714016,Operations Unit - Department of Homeless Services,Homeless Person Assistance,,,BROOKLYN
40707153,Department of Parks and Recreation,New Tree Request,For One Address,ETON STREET,QUEENS
40708891,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,SHERIDAN AVENUE,BRONX
40713017,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,MENAHAN STREET,BROOKLYN
40711186,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,MENAHAN STREET,BROOKLYN
40711098,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,MENAHAN STREET,BROOKLYN
40710863,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,MENAHAN STREET,BROOKLYN
40708488,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,MENAHAN STREET,BROOKLYN
40708399,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,MENAHAN STREET,BROOKLYN
40708254,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,MENAHAN STREET,BROOKLYN
40707344,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,MENAHAN STREET,BROOKLYN
40706683,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,MENAHAN STREET,BROOKLYN
40708432,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,MENAHAN STREET,BROOKLYN
40713955,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,MONTROSE AVENUE,BROOKLYN
40713316,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,EAST 37 STREET,BROOKLYN
40708728,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,44 STREET,BROOKLYN
40711875,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,AVENUE D,BROOKLYN
40713279,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,AVENUE D,BROOKLYN
40706700,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,AVENUE D,BROOKLYN
40713385,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint,METROPOLITAN AVENUE,QUEENS
40706184,Department of Transportation,Street Light Condition,Street Light Out,114 STREET,QUEENS
40720243,BCC - Brooklyn North,Missed Collection (All Materials),1 Missed Collection,MAPLE STREET,BROOKLYN
40712765,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,POWERS STREET,BROOKLYN
40710933,Department of Transportation,Broken Parking Meter,Coin or Card Did Not Register,,BROOKLYN
40709935,New York City Police Department,Blocked Driveway,Partial Access,AVENUE S,BROOKLYN
40712409,Department of Parks and Recreation,New Tree Request,For One Address,BROADWAY,MANHATTAN
40711091,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,SELWYN AVENUE,BRONX
40713790,Department of Housing Preservation and Development,GENERAL,COOKING GAS,SELWYN AVENUE,BRONX
40712683,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,SELWYN AVENUE,BRONX
40709327,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,SELWYN AVENUE,BRONX
40709515,New York City Police Department,Illegal Parking,Blocked Sidewalk,WYCKOFF AVENUE,BROOKLYN
40709930,New York City Police Department,Blocked Driveway,No Access,BATH AVENUE,BROOKLYN
40708256,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,,MANHATTAN
40708110,New York City Police Department,Blocked Driveway,Partial Access,94 STREET,BROOKLYN
40707008,Operations Unit - Department of Homeless Services,Homeless Person Assistance,,3 AVENUE,MANHATTAN
40705803,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,SELWYN AVENUE,BRONX
40713502,Department of Housing Preservation and Development,GENERAL,COOKING GAS,SELWYN AVENUE,BRONX
40710331,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,SELWYN AVENUE,BRONX
40712099,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,SELWYN AVENUE,BRONX
40712895,New York City Police Department,Noise - Vehicle,Car/Truck Horn,UNION TURNPIKE,QUEENS
40712295,Department of Consumer Affairs,Consumer Complaint,Non-Delivery Goods/Services,BROADWAY,QUEENS
40706430,New York City Police Department,Noise - Vehicle,Car/Truck Horn,UNION TURNPIKE,QUEENS
40712188,Department of Transportation,Street Light Condition,Fixture/Luminaire Hanging,INTERBORO PKWY,QUEENS
40709888,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40714127,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,EAST  170 STREET,BRONX
40711939,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,WILLIAMS AVENUE,BROOKLYN
40706659,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,WILLIAMS AVENUE,BROOKLYN
40711119,Department of Buildings,Special Projects Inspection Team (SPIT),Advertising Sign/Billboard/Posters/Flexible Fabric - Illegal,35 AVENUE,QUEENS
40713400,Department of Parks and Recreation,New Tree Request,For One Address,AMSTERDAM PLACE,STATEN ISLAND
40711406,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,EASTCHESTER ROAD,BRONX
40708402,New York City Police Department,Noise - Vehicle,Car/Truck Horn,UNION TURNPIKE,QUEENS
40709215,Department of Environmental Protection,Sewer,Street Flooding (SJ),CUNARD PLACE,STATEN ISLAND
40722754,BCC - Brooklyn South,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,AVENUE I,BROOKLYN
40710921,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,BEDFORD AVENUE,BROOKLYN
40709437,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,SELWYN AVENUE,BRONX
40706573,Department of Housing Preservation and Development,GENERAL,COOKING GAS,SELWYN AVENUE,BRONX
40711154,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,SELWYN AVENUE,BRONX
40711026,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,SELWYN AVENUE,BRONX
40712038,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,BROADWAY,MANHATTAN
40705717,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,BROADWAY,MANHATTAN
40714194,Department of Health and Mental Hygiene,Indoor Sewage,Sewage Odor,WEST   93 STREET,MANHATTAN
40712840,New York City Police Department,Blocked Driveway,No Access,EAST 29 STREET,BROOKLYN
40706414,Department of Environmental Protection,Noise,Noise: Alarms (NR3),UNION TURNPIKE,QUEENS
40708610,New York City Police Department,Derelict Vehicle,With License Plate,GRAFE STREET,STATEN ISLAND
40713202,New York City Police Department,Noise - Vehicle,Car/Truck Horn,164 STREET,QUEENS
40710629,New York City Police Department,Noise - Residential,Loud Music/Party,DE SALES PLACE,BROOKLYN
40707505,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),WEST   56 STREET,MANHATTAN
40718399,BCC - Bronx,Derelict Vehicles,14 Derelict Vehicles,EASTCHESTER ROAD,BRONX
40712187,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,DEAN STREET,BROOKLYN
40706535,New York City Police Department,Noise - Vehicle,Car/Truck Horn,164 STREET,QUEENS
40712273,New York City Police Department,Illegal Parking,Blocked Sidewalk,CHAPEL STREET,BROOKLYN
40711227,Department of Environmental Protection,Water System,Dirty Water (WE),WILLIAMS AVENUE,BROOKLYN
40719735,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,64 LANE,QUEENS
40710588,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,EAST 49 STREET,BROOKLYN
40708666,New York City Police Department,Illegal Parking,Blocked Hydrant,,QUEENS
40710903,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,48 AVENUE,QUEENS
40708382,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,PELHAM PARKWAY SOUTH,BRONX
40707822,New York City Police Department,Derelict Vehicle,With License Plate,SCHROEDERS AVENUE,BROOKLYN
40714815,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,SELWYN AVENUE,BRONX
40712932,Department of Housing Preservation and Development,GENERAL,COOKING GAS,SELWYN AVENUE,BRONX
40709334,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,SELWYN AVENUE,BRONX
40706688,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,SELWYN AVENUE,BRONX
40708744,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,SUTTER AVENUE,QUEENS
40708277,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,EAST 57 STREET,BROOKLYN
40706602,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),29 STREET,QUEENS
40710162,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,36 AVENUE,QUEENS
40706677,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,PELHAM PARKWAY SOUTH,BRONX
40709326,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,PELHAM PARKWAY SOUTH,BRONX
40706286,New York City Police Department,Blocked Driveway,No Access,EAST HOUSTON STREET,MANHATTAN
40708268,Department of Housing Preservation and Development,GENERAL,COOKING GAS,72 STREET,QUEENS
40710678,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),EAST   24 STREET,BROOKLYN
40714866,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,78 AVENUE,QUEENS
40712232,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,201 STREET,QUEENS
40706094,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,THOMPSON STREET,MANHATTAN
40713216,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,PELHAM PARKWAY SOUTH,BRONX
40706079,Department of Health and Mental Hygiene,Indoor Air Quality,Other (Explain Below),WEST  147 STREET,MANHATTAN
40706917,New York City Police Department,Illegal Parking,Blocked Hydrant,19 STREET,BROOKLYN
40711302,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,VOORHIES AVENUE,BROOKLYN
40711090,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,SELWYN AVENUE,BRONX
40709121,Department of Housing Preservation and Development,GENERAL,COOKING GAS,SELWYN AVENUE,BRONX
40705841,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,SELWYN AVENUE,BRONX
40706675,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,SELWYN AVENUE,BRONX
40706031,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,ILYSSA WAY,STATEN ISLAND
40710928,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,39 STREET,BROOKLYN
40708605,New York City Police Department,Derelict Vehicle,With License Plate,RAVENHURST AVENUE,STATEN ISLAND
40712917,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,ALBANY AVENUE,BROOKLYN
40711789,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,ALBANY AVENUE,BROOKLYN
40706519,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,ALBANY AVENUE,BROOKLYN
40709081,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,THOMAS S BOYLAND STREET,BROOKLYN
40707429,Department of Transportation,Street Condition,Defective Hardware,,BROOKLYN
40723691,Lot Cleaning,Vacant Lot,8 Request to Clean Vacant Lot,EAST 160 STREET,BRONX
40709651,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,122 STREET,QUEENS
40714552,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,64 AVENUE,QUEENS
40707415,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,WEST 1 STREET,BROOKLYN
40706460,New York City Police Department,Noise - Vehicle,Car/Truck Horn,164 STREET,QUEENS
40714161,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,WEST  204 STREET,MANHATTAN
40713479,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,WEST  204 STREET,MANHATTAN
40712923,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,WEST  204 STREET,MANHATTAN
40712300,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,WEST  204 STREET,MANHATTAN
40710911,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,WEST  204 STREET,MANHATTAN
40707588,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,WEST  204 STREET,MANHATTAN
40713705,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,LINDEN BOULEVARD,BROOKLYN
40714180,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,3 AVENUE,BROOKLYN
40713590,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,3 AVENUE,BROOKLYN
40713229,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,3 AVENUE,BROOKLYN
40712664,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,3 AVENUE,BROOKLYN
40712011,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,3 AVENUE,BROOKLYN
40705837,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,3 AVENUE,BROOKLYN
40707911,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,25 AVENUE,QUEENS
40714394,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,ADAM C POWELL BOULEVARD,MANHATTAN
40714132,Department of Transportation,Sidewalk Condition,Blocked - Construction,CARROLL STREET,BROOKLYN
40713701,Department of Parks and Recreation,Maintenance or Facility,Hours of Operation,,QUEENS
40711728,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,EAST   31 STREET,BROOKLYN
40714670,Department of Environmental Protection,Noise,Noise: Alarms (NR3),164 STREET,QUEENS
40708727,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,EAST 13 STREET,MANHATTAN
40708842,New York City Police Department,Noise - Commercial,Banging/Pounding,SOUNDVIEW AVENUE,BRONX
40713802,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,MONTGOMERY AVENUE,STATEN ISLAND
40710687,New York City Police Department,Blocked Driveway,Partial Access,40 STREET,BROOKLYN
40706525,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,111 AVENUE,QUEENS
40706120,New York City Police Department,Noise - Residential,Banging/Pounding,78 AVENUE,QUEENS
40709653,Department of Environmental Protection,Water System,Hydrant Running (WC3),,BRONX
40714365,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",89 STREET,QUEENS
40706030,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,EAST 31 STREET,BROOKLYN
40713262,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,,BROOKLYN
40714780,Department of Transportation,Sidewalk Condition,Sidewalk Violation,ROSEDALE AVENUE,BRONX
40708451,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,SELWYN AVENUE,BRONX
40707320,Department of Housing Preservation and Development,GENERAL,COOKING GAS,SELWYN AVENUE,BRONX
40707594,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,SELWYN AVENUE,BRONX
40714792,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,SELWYN AVENUE,BRONX
40722771,Manhattan 03,Derelict Bicycle,14B Derelict Bicycle,EAST BROADWAY,MANHATTAN
40708077,Department of Transportation,Street Condition,Pothole,149 STREET,QUEENS
40705991,New York City Police Department,Illegal Parking,Blocked Sidewalk,EAST 12 STREET,BROOKLYN
40709511,Department of Environmental Protection,Water System,Dirty Water (WE),CLIFFORD PLACE,BRONX
40711752,Department of Transportation,Street Condition,Plate Condition - Shifted,,MANHATTAN
40705773,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,68 AVENUE,QUEENS
40710950,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,WEST 108 STREET,MANHATTAN
40709112,Department of Housing Preservation and Development,ELECTRIC,WIRING,WEST 108 STREET,MANHATTAN
40707316,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,WEST 108 STREET,MANHATTAN
40705760,Department of Environmental Protection,Water Conservation,Water Meter Broken/Leaking - Private Residence (CMR),128 STREET,QUEENS
40714551,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,CASTLETON AVENUE,STATEN ISLAND
40711534,Department of Transportation,Street Sign - Damaged,One Way,,MANHATTAN
40715782,BCC - Queens East,Missed Collection (All Materials),1 Missed Collection,227 STREET,QUEENS
40710528,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,93 AVENUE,QUEENS
40814591,Department of Buildings,General Construction/Plumbing,Building Permit - None,101 AVENUE,QUEENS
40708191,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),BRIGHTWATER COURT,BROOKLYN
40706312,New York City Police Department,Blocked Driveway,No Access,EAST 5 STREET,BROOKLYN
40711135,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,YORK AVENUE,MANHATTAN
40706283,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,YORK AVENUE,MANHATTAN
40714820,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,YORK AVENUE,MANHATTAN
40712689,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,YORK AVENUE,MANHATTAN
40711210,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,YORK AVENUE,MANHATTAN
40711092,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,YORK AVENUE,MANHATTAN
40711823,Department of Buildings,General Construction/Plumbing,Site Conditions Endangering Workers,NEW YORK AVENUE,BROOKLYN
40714580,Department of Environmental Protection,Water System,Hydrant Running (WC3),,MANHATTAN
40715946,Manhattan 03,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,DELANCEY STREET,MANHATTAN
40716876,BCC - Queens East,Missed Collection (All Materials),1 Missed Collection,BAYSIDE AVENUE,QUEENS
40708624,Economic Development Corporation,Noise - Helicopter,Other,AUSTIN STREET,QUEENS
40706797,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,FOSTER AVENUE,BROOKLYN
40706375,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",CEBRA AVENUE,STATEN ISLAND
40712764,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,129 STREET,QUEENS
40714309,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),POPLAR AVENUE,STATEN ISLAND
40707733,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,AVENUE S,BROOKLYN
40713578,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,SHERMAN AVENUE,MANHATTAN
40709138,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,FREDERICK DOUGLASS BOULEVARD,MANHATTAN
40709989,Department of Buildings,General Construction/Plumbing,Site Conditions Endangering Workers,14 AVENUE,BROOKLYN
40709624,New York City Police Department,Derelict Vehicle,With License Plate,99 AVENUE,QUEENS
40714338,New York City Police Department,Blocked Driveway,No Access,BEACH 22 STREET,QUEENS
40710716,New York City Police Department,Blocked Driveway,No Access,199 STREET,QUEENS
40721463,BCC - Brooklyn South,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,EAST 14 STREET,BROOKLYN
40709337,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,EAST   19 STREET,BROOKLYN
40706451,Department of Transportation,Highway Condition,Pothole - Highway,,Unspecified
40712544,Department of Transportation,Street Condition,Plate Condition - Shifted,,BROOKLYN
42392240,Department of Buildings,Building Marshals office,Unlicensed/Illegal/Improper Work In Progress,BAINBRIDGE STREET,BROOKLYN
40714083,Department of Transportation,Sidewalk Condition,Broken Sidewalk,BAY 10 STREET,BROOKLYN
40714218,Department of Environmental Protection,Water System,Dirty Water (WE),WELLINGTON COURT,BROOKLYN
40705710,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,MONTGOMERY AVENUE,STATEN ISLAND
40714813,Department of Housing Preservation and Development,PLUMBING,TOILET,HAWTHORNE STREET,BROOKLYN
40710947,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,HAWTHORNE STREET,BROOKLYN
40709866,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,HAWTHORNE STREET,BROOKLYN
40706583,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,44 AVENUE,QUEENS
40708913,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),22 STREET,QUEENS
40706791,Department of Transportation,Traffic Signal Condition,Controller,,QUEENS
40708457,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,ELIZABETH STREET,MANHATTAN
40714072,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),BOYD AVENUE,BRONX
40714645,Department of Transportation,Street Light Condition,Street Light Out,THROGS NECK EXPY,BRONX
40711983,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,107 AVENUE,QUEENS
40708712,New York City Police Department,Derelict Vehicle,With License Plate,BURNETT STREET,BROOKLYN
40709796,New York City Police Department,Noise - Residential,Loud Music/Party,WALTON AVENUE,BRONX
40711430,New York City Police Department,Noise - Residential,Loud Music/Party,125 STREET,QUEENS
40708436,Department of Housing Preservation and Development,PLUMBING,RADIATOR,MILLER AVENUE,BROOKLYN
40706891,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,82 STREET,QUEENS
40711222,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,MONTGOMERY AVENUE,STATEN ISLAND
40711565,Department of Housing Preservation and Development,HPD Literature Request,The ABCs of Housing,,Unspecified
40707703,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,PARSONS BOULEVARD,QUEENS
40712379,New York City Police Department,Noise - Residential,Loud Music/Party,EAST 4 STREET,MANHATTAN
40707693,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,174 STREET,QUEENS
40714462,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,NAGLE AVENUE,MANHATTAN
40714112,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,NAGLE AVENUE,MANHATTAN
40712458,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,NAGLE AVENUE,MANHATTAN
40712643,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,NAGLE AVENUE,MANHATTAN
40711522,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,VALENTINE AVENUE,BRONX
40710428,Department of Environmental Protection,Water System,Dirty Water (WE),THEBES AVENUE,QUEENS
40714829,New York City Police Department,Illegal Parking,Blocked Hydrant,HERKIMER STREET,BROOKLYN
40709475,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,PARSONS BOULEVARD,QUEENS
40712482,New York City Police Department,Blocked Driveway,Partial Access,62 STREET,QUEENS
40711618,Department of Environmental Protection,Water System,No Water (WNW),FOSTER AVENUE,BROOKLYN
40718316,BCC - Queens East,Derelict Vehicles,14 Derelict Vehicles,99 AVENUE,QUEENS
40713624,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,WEBB AVENUE,BRONX
